1048576,857463.64527701387134152873
1048576,851530.89854564029101811676
1048576,881817.29498077550567316004
1048576,850117.71878506430753465083
1048576,736190.49558142196279365623
10485760,4533982.73190170467124197476
10485760,4674162.91297147786007056426
10485760,4602711.82571976630365600460
10485760,4499316.24789800401025864151
10485760,4204116.40769556144040189803
104857600,9286713.42544447674114806101
104857600,9228708.40011230308455031679
104857600,9422800.28382275024820112594
104857600,9271079.81109410971459168384
104857600,9039867.53868412172909398729
1048576000,9673187.13073197425910233056
1048576000,9923161.96613851196329568716
1048576000,9844547.78420595332939129315
1048576000,9917504.16843110884878304019
1048576000,9469174.85919698313094623450
10485760000,10090336.48335649432586299866
10485760000,9805592.43335067352617501782
10485760000,9583502.54201962573323172528
10485760000,9816715.91216114990133604901
10485760000,9791813.72096368612122304719
